EmployeeLeave,StartDateLeave,EndDateLeave,date_work,WorkHours,TimeSheetTransactionID,Check_DATA
AGI12000,2024-05-31,2024-06-03,2024-06-03,0.5,AGI12000-P9C-445446,TRUE
AJC11995,2023-01-20,2023-01-20,2023-01-20,0.9,AJC11995-P8A-344946,TRUE
AJC11995,2023-01-20,2023-01-20,2023-01-20,1.8,AJC11995-P8A-444946,TRUE
AJC11995,2023-01-20,2023-01-20,2023-01-20,3.5,AJC11995-P9A-344946,TRUE
AJC11995,2023-01-20,2023-01-20,2023-01-20,1,AJC11995-P9A-444946,TRUE
AJC11995,2023-02-08,2023-02-08,2023-02-08,1.3,AJC11995-P8A-344965,TRUE
AJC11995,2023-02-08,2023-02-08,2023-02-08,2.2,AJC11995-P8A-444965,TRUE
AJC11995,2023-02-08,2023-02-08,2023-02-08,2.9,AJC11995-P9A-344965,TRUE
AJC11995,2023-02-08,2023-02-08,2023-02-08,0.9,AJC11995-P9A-444965,TRUE
AJC11995,2023-02-13,2023-02-13,2023-02-13,1,AJC11995-P8A-344970,TRUE
AJC11995,2023-02-13,2023-02-13,2023-02-13,2.2,AJC11995-P8A-444970,TRUE
AJC11995,2023-02-13,2023-02-13,2023-02-13,1.6,AJC11995-P9A-344970,TRUE
AJC11995,2023-02-13,2023-02-13,2023-02-13,1.3,AJC11995-P9A-444970,TRUE
AJC11995,2023-02-15,2023-02-15,2023-02-15,1.7,AJC11995-P8A-344972,TRUE
AJC11995,2023-02-15,2023-02-15,2023-02-15,1.6,AJC11995-P8A-444972,TRUE
AJC11995,2023-02-15,2023-02-15,2023-02-15,1.4,AJC11995-P9A-344972,TRUE
AJC11995,2023-02-15,2023-02-15,2023-02-15,1.8,AJC11995-P9A-444972,TRUE
AJC11995,2023-02-23,2023-02-23,2023-02-23,1.8,AJC11995-P8A-344980,TRUE
AJC11995,2023-02-23,2023-02-23,2023-02-23,2.2,AJC11995-P8A-444980,TRUE
AJC11995,2023-02-23,2023-02-23,2023-02-23,3.8,AJC11995-P9A-344980,TRUE
AJC11995,2023-02-23,2023-02-23,2023-02-23,1.6,AJC11995-P9A-444980,TRUE
AJC11995,2023-02-27,2023-02-27,2023-02-27,1,AJC11995-P8A-344984,TRUE
AJC11995,2023-02-27,2023-02-27,2023-02-27,2.7,AJC11995-P8A-444984,TRUE
AJC11995,2023-02-27,2023-02-27,2023-02-27,1.7,AJC11995-P9A-344984,TRUE
AJC11995,2023-02-27,2023-02-27,2023-02-27,2.9,AJC11995-P9A-444984,TRUE
AJC11995,2023-02-28,2023-02-28,2023-02-28,1.5,AJC11995-P8A-344985,TRUE
AJC11995,2023-02-28,2023-02-28,2023-02-28,3.5,AJC11995-P8A-444985,TRUE
AJC11995,2023-02-28,2023-02-28,2023-02-28,3.1,AJC11995-P9A-344985,TRUE
AJC11995,2023-02-28,2023-02-28,2023-02-28,2.1,AJC11995-P9A-444985,TRUE
AJC11995,2023-03-13,2023-03-13,2023-03-13,2.4,AJC11995-P8A-344998,TRUE
AJC11995,2023-03-13,2023-03-13,2023-03-13,3.3,AJC11995-P8A-444998,TRUE
AJC11995,2023-03-13,2023-03-13,2023-03-13,2.5,AJC11995-P9A-344998,TRUE
AJC11995,2023-03-13,2023-03-13,2023-03-13,2.7,AJC11995-P9A-444998,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-29,2,AJC11995-P5D-345014,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-29,1.1,AJC11995-P5D-445014,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-29,1.5,AJC11995-P8A-345014,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-29,1.1,AJC11995-P8A-445014,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-29,1.2,AJC11995-P9A-345014,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-29,1,AJC11995-P9A-445014,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-30,2.5,AJC11995-P5D-345015,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-30,1,AJC11995-P5D-445015,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-30,0.9,AJC11995-P8A-345015,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-30,1.1,AJC11995-P8A-445015,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-30,1.5,AJC11995-P9A-345015,TRUE
AJC11995,2023-03-29,2023-03-30,2023-03-30,1.4,AJC11995-P9A-445015,TRUE
AJC11995,2023-04-19,2023-04-19,2023-04-19,2.4,AJC11995-P5D-345035,TRUE
AJC11995,2023-04-19,2023-04-19,2023-04-19,2.4,AJC11995-P5D-445035,TRUE
AJC11995,2023-04-19,2023-04-19,2023-04-19,0.7,AJC11995-P8A-345035,TRUE
AJC11995,2023-04-19,2023-04-19,2023-04-19,0.6,AJC11995-P8A-445035,TRUE
AJC11995,2023-04-19,2023-04-19,2023-04-19,0.6,AJC11995-P9A-345035,TRUE
AJC11995,2023-04-19,2023-04-19,2023-04-19,1.8,AJC11995-P9A-445035,TRUE
AJC11995,2023-05-01,2023-05-01,2023-05-01,1.9,AJC11995-P5D-345047,TRUE
AJC11995,2023-05-01,2023-05-01,2023-05-01,2.2,AJC11995-P5D-445047,TRUE
AJC11995,2023-05-01,2023-05-01,2023-05-01,1.7,AJC11995-P8A-345047,TRUE
AJC11995,2023-05-01,2023-05-01,2023-05-01,2.3,AJC11995-P8A-445047,TRUE
AJC11995,2023-05-01,2023-05-01,2023-05-01,0.9,AJC11995-P9A-345047,TRUE
AJC11995,2023-05-01,2023-05-01,2023-05-01,1,AJC11995-P9A-445047,TRUE
AJC11995,2023-05-05,2023-05-05,2023-05-05,0.7,AJC11995-P5D-345051,TRUE
AJC11995,2023-05-05,2023-05-05,2023-05-05,0.8,AJC11995-P5D-445051,TRUE
AJC11995,2023-05-05,2023-05-05,2023-05-05,1.3,AJC11995-P8A-345051,TRUE
AJC11995,2023-05-05,2023-05-05,2023-05-05,1.2,AJC11995-P8A-445051,TRUE
AJC11995,2023-05-05,2023-05-05,2023-05-05,1,AJC11995-P9A-345051,TRUE
AJC11995,2023-05-05,2023-05-05,2023-05-05,1.8,AJC11995-P9A-445051,TRUE
AJC11995,2023-06-01,2023-06-01,2023-06-01,1.6,AJC11995-P5D-345078,TRUE
AJC11995,2023-06-01,2023-06-01,2023-06-01,1.3,AJC11995-P5D-445078,TRUE
AJC11995,2023-06-01,2023-06-01,2023-06-01,1.3,AJC11995-P8B-345078,TRUE
AJC11995,2023-06-01,2023-06-01,2023-06-01,1.1,AJC11995-P8B-445078,TRUE
AJC11995,2023-06-01,2023-06-01,2023-06-01,2.3,AJC11995-P9A-345078,TRUE
AJC11995,2023-06-01,2023-06-01,2023-06-01,1.9,AJC11995-P9A-445078,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,1.1,AJC11995-P4C-345082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,0.5,AJC11995-P4C-445082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,1.9,AJC11995-P5D-345082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,0.9,AJC11995-P5D-445082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,0.5,AJC11995-P8B-345082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,0.7,AJC11995-P8B-445082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,1.5,AJC11995-P9A-345082,TRUE
AJC11995,2023-06-05,2023-06-05,2023-06-05,2,AJC11995-P9A-445082,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,0.9,AJC11995-P4C-345097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,1.4,AJC11995-P4C-445097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,0.6,AJC11995-P5D-345097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,1,AJC11995-P5D-445097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,1.5,AJC11995-P8B-345097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,1.3,AJC11995-P8B-445097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,1.6,AJC11995-P9A-345097,TRUE
AJC11995,2023-06-20,2023-06-20,2023-06-20,1.6,AJC11995-P9A-445097,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,1.5,AJC11995-P4C-345103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,1.8,AJC11995-P4C-445103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,0.8,AJC11995-P5D-345103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,0.9,AJC11995-P5D-445103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,0.5,AJC11995-P8B-345103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,1.9,AJC11995-P8B-445103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,1.4,AJC11995-P9A-345103,TRUE
AJC11995,2023-06-26,2023-06-26,2023-06-26,0.7,AJC11995-P9A-445103,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.7,AJC11995-P4C-345120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.6,AJC11995-P4C-445120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.9,AJC11995-P5D-345120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.8,AJC11995-P5D-445120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,1.3,AJC11995-P7B-345120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.7,AJC11995-P7B-445120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,1.1,AJC11995-P8B-345120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.8,AJC11995-P8B-445120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.6,AJC11995-P9B-345120,TRUE
AJC11995,2023-07-13,2023-07-13,2023-07-13,0.8,AJC11995-P9B-445120,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,0.7,AJC11995-P4C-345147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,1.3,AJC11995-P4C-445147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,1.2,AJC11995-P5E-345147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,1.5,AJC11995-P5E-445147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,1.4,AJC11995-P7B-345147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,0.4,AJC11995-P7B-445147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,1.3,AJC11995-P8B-345147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,0.4,AJC11995-P8B-445147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,0.7,AJC11995-P9B-345147,TRUE
AJC11995,2023-08-09,2023-08-09,2023-08-09,1,AJC11995-P9B-445147,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,0.8,AJC11995-P4C-345174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,0.8,AJC11995-P4C-445174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,0.5,AJC11995-P5E-345174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,1,AJC11995-P5E-445174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,0.4,AJC11995-P7B-345174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,1.2,AJC11995-P7B-445174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,1.2,AJC11995-P8B-345174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,1,AJC11995-P8B-445174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,1,AJC11995-P9B-345174,TRUE
AJC11995,2023-09-05,2023-09-05,2023-09-05,1.1,AJC11995-P9B-445174,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,1.2,AJC11995-P4C-345175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,0.7,AJC11995-P4C-445175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,0.8,AJC11995-P5E-345175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,1.6,AJC11995-P5E-445175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,1.6,AJC11995-P7B-345175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,1.4,AJC11995-P7B-445175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,1.1,AJC11995-P8B-345175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,0.4,AJC11995-P8B-445175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,0.9,AJC11995-P9B-345175,TRUE
AJC11995,2023-09-06,2023-09-06,2023-09-06,0.7,AJC11995-P9B-445175,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,1.5,AJC11995-P4C-345176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,0.7,AJC11995-P4C-445176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,1.5,AJC11995-P5E-345176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,1.3,AJC11995-P5E-445176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,0.5,AJC11995-P7B-345176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,1.5,AJC11995-P7B-445176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,0.4,AJC11995-P8B-345176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,0.5,AJC11995-P8B-445176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,1.2,AJC11995-P9B-345176,TRUE
AJC11995,2023-09-07,2023-09-07,2023-09-07,0.4,AJC11995-P9B-445176,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1.4,AJC11995-P4C-345181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1,AJC11995-P4C-445181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,0.8,AJC11995-P5E-345181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1.6,AJC11995-P5E-445181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1.5,AJC11995-P7B-345181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,0.5,AJC11995-P7B-445181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1.3,AJC11995-P8B-345181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1,AJC11995-P8B-445181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,0.9,AJC11995-P9B-345181,TRUE
AJC11995,2023-09-12,2023-09-12,2023-09-12,1,AJC11995-P9B-445181,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,1.1,AJC11995-P4C-345183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,1.1,AJC11995-P4C-445183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,0.7,AJC11995-P5E-345183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,1.2,AJC11995-P5E-445183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,0.6,AJC11995-P7B-345183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,0.4,AJC11995-P7B-445183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,1.5,AJC11995-P8B-345183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,0.8,AJC11995-P8B-445183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,0.4,AJC11995-P9B-345183,TRUE
AJC11995,2023-09-14,2023-09-14,2023-09-14,1.1,AJC11995-P9B-445183,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,0.8,AJC11995-P4C-345191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,1.5,AJC11995-P4C-445191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,1.5,AJC11995-P5E-345191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,0.5,AJC11995-P5E-445191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,0.9,AJC11995-P7B-345191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,1.4,AJC11995-P7B-445191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,1.1,AJC11995-P8B-345191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,0.9,AJC11995-P8B-445191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,1.3,AJC11995-P9B-345191,TRUE
AJC11995,2023-09-22,2023-09-22,2023-09-22,1.1,AJC11995-P9B-445191,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,1.5,AJC11995-P4C-345212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,1.5,AJC11995-P4C-445212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,1.6,AJC11995-P5E-345212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,1.6,AJC11995-P5E-445212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,0.4,AJC11995-P7B-345212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,0.6,AJC11995-P7B-445212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,0.8,AJC11995-P8B-345212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,0.5,AJC11995-P8B-445212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,1.6,AJC11995-P9B-345212,TRUE
AJC11995,2023-10-13,2023-10-13,2023-10-13,1.3,AJC11995-P9B-445212,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,0.4,AJC11995-P4C-345238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,1.6,AJC11995-P4C-445238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,1.5,AJC11995-P5E-345238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,0.5,AJC11995-P5E-445238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,1.4,AJC11995-P7B-345238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,0.9,AJC11995-P7B-445238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,1,AJC11995-P8C-345238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,0.8,AJC11995-P8C-445238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,0.5,AJC11995-P9B-345238,TRUE
AJC11995,2023-11-08,2023-11-08,2023-11-08,0.4,AJC11995-P9B-445238,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,0.8,AJC11995-P4C-345264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,0.5,AJC11995-P4C-445264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,1.5,AJC11995-P5E-345264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,0.9,AJC11995-P5E-445264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,1.2,AJC11995-P7B-345264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,1.2,AJC11995-P7B-445264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,0.5,AJC11995-P8C-345264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,1.5,AJC11995-P8C-445264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,0.9,AJC11995-P9B-345264,TRUE
AJC11995,2023-12-04,2023-12-04,2023-12-04,1,AJC11995-P9B-445264,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,0.6,AJC11995-P4C-345265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,1,AJC11995-P4C-445265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,1.4,AJC11995-P5E-345265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,0.6,AJC11995-P5E-445265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,1.5,AJC11995-P7B-345265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,0.7,AJC11995-P7B-445265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,0.5,AJC11995-P8C-345265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,0.9,AJC11995-P8C-445265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,1.5,AJC11995-P9B-345265,TRUE
AJC11995,2023-12-05,2023-12-05,2023-12-05,0.8,AJC11995-P9B-445265,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,1.5,AJC11995-P4C-345268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,0.6,AJC11995-P4C-445268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,1.2,AJC11995-P5E-345268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,1.5,AJC11995-P5E-445268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,0.7,AJC11995-P7B-345268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,1.5,AJC11995-P7B-445268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,0.6,AJC11995-P8C-345268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,0.9,AJC11995-P8C-445268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,0.7,AJC11995-P9B-345268,TRUE
AJC11995,2023-12-08,2023-12-08,2023-12-08,1.4,AJC11995-P9B-445268,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,0.9,AJC11995-P4C-345273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,1.2,AJC11995-P4C-445273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,1.5,AJC11995-P5E-345273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,1.1,AJC11995-P5E-445273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,1,AJC11995-P7B-345273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,0.4,AJC11995-P7B-445273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,0.5,AJC11995-P8C-345273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,0.9,AJC11995-P8C-445273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,1.6,AJC11995-P9B-345273,TRUE
AJC11995,2023-12-13,2023-12-13,2023-12-13,0.5,AJC11995-P9B-445273,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.5,AJC11995-P4C-345286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.5,AJC11995-P4C-445286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,1.1,AJC11995-P5E-345286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.6,AJC11995-P5E-445286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,1.6,AJC11995-P7B-345286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,1.4,AJC11995-P7B-445286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.8,AJC11995-P8C-345286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.4,AJC11995-P8C-445286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.8,AJC11995-P9B-345286,TRUE
AJC11995,2023-12-26,2023-12-26,2023-12-26,0.8,AJC11995-P9B-445286,TRUE
AJG21998,2024-01-22,2024-01-22,2024-01-22,1.3,AJG21998-P11A-545313,TRUE
AJG21998,2024-01-22,2024-01-22,2024-01-22,2.2,AJG21998-P11A-645313,TRUE
AJG21998,2024-01-22,2024-01-22,2024-01-22,1.2,AJG21998-P7C-545313,TRUE
AJG21998,2024-01-22,2024-01-22,2024-01-22,2.5,AJG21998-P7C-645313,TRUE
AJG21998,2024-01-22,2024-01-22,2024-01-22,0.7,AJG21998-P9C-545313,TRUE
AJG21998,2024-01-22,2024-01-22,2024-01-22,0.7,AJG21998-P9C-645313,TRUE
AJG21998,2024-02-01,2024-02-01,2024-02-01,0.8,AJG21998-P11A-545323,TRUE
AJG21998,2024-02-01,2024-02-01,2024-02-01,0.6,AJG21998-P11A-645323,TRUE
AJG21998,2024-02-01,2024-02-01,2024-02-01,2.3,AJG21998-P7C-545323,TRUE
AJG21998,2024-02-01,2024-02-01,2024-02-01,1.6,AJG21998-P7C-645323,TRUE
AJG21998,2024-02-01,2024-02-01,2024-02-01,2.4,AJG21998-P9C-545323,TRUE
AJG21998,2024-02-01,2024-02-01,2024-02-01,1.7,AJG21998-P9C-645323,TRUE
AJG21998,2024-02-06,2024-02-06,2024-02-06,1.9,AJG21998-P11A-545328,TRUE
AJG21998,2024-02-06,2024-02-06,2024-02-06,1.3,AJG21998-P11A-645328,TRUE
AJG21998,2024-02-06,2024-02-06,2024-02-06,2.2,AJG21998-P7C-545328,TRUE
AJG21998,2024-02-06,2024-02-06,2024-02-06,1.1,AJG21998-P7C-645328,TRUE
AJG21998,2024-02-06,2024-02-06,2024-02-06,1.4,AJG21998-P9C-545328,TRUE
AJG21998,2024-02-06,2024-02-06,2024-02-06,1.1,AJG21998-P9C-645328,TRUE
AJG21998,2024-02-12,2024-02-12,2024-02-12,1.5,AJG21998-P11A-545334,TRUE
AJG21998,2024-02-12,2024-02-12,2024-02-12,0.5,AJG21998-P11A-645334,TRUE
AJG21998,2024-02-12,2024-02-12,2024-02-12,2.5,AJG21998-P7C-545334,TRUE
AJG21998,2024-02-12,2024-02-12,2024-02-12,0.6,AJG21998-P7C-645334,TRUE
AJG21998,2024-02-12,2024-02-12,2024-02-12,0.9,AJG21998-P9C-545334,TRUE
AJG21998,2024-02-12,2024-02-12,2024-02-12,1.9,AJG21998-P9C-645334,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,0.7,AJG21998-P11A-545343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,1.5,AJG21998-P11A-645343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,1.6,AJG21998-P4D-545343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,0.5,AJG21998-P4D-645343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,1.7,AJG21998-P7C-545343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,1.5,AJG21998-P7C-645343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,0.6,AJG21998-P9C-545343,TRUE
AJG21998,2024-02-21,2024-02-21,2024-02-21,1.5,AJG21998-P9C-645343,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,1.6,AJG21998-P11A-545345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,0.8,AJG21998-P11A-645345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,0.8,AJG21998-P4D-545345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,1.8,AJG21998-P4D-645345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,1.9,AJG21998-P7C-545345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,1.2,AJG21998-P7C-645345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,1.5,AJG21998-P9C-545345,TRUE
AJG21998,2024-02-23,2024-02-23,2024-02-23,1.5,AJG21998-P9C-645345,TRUE
AJG21998,2024-03-01,2024-03-01,2024-03-01,0.5,AJG21998-P11A-545352,TRUE
AJG21998,2024-03-01,2024-03-01,2024-03-01,1.9,AJG21998-P11A-645352,TRUE
