LeaveID,EmployeeLeave,TypeLeave,DayLeave,StartDateLeave,EndDateLeave
,BIS11998,Annual,1,"Friday, 10 February 2023","Friday, 10 February 2023"
,BIS11998,Annual,1,"Wednesday, 11 October 2023","Wednesday, 11 October 2023"
,BIS11998,Annual,1,"Thursday, 21 December 2023","Thursday, 21 December 2023"
,BIS11998,Annual,1,"Thursday, 2 March 2023","Thursday, 2 March 2023"
,BIS11998,Annual,1,"Thursday, 30 March 2023","Thursday, 30 March 2023"
,BIS11998,Annual,1,"Monday, 28 August 2023","Monday, 28 August 2023"
,BIS11998,Annual,1,"Wednesday, 4 October 2023","Wednesday, 4 October 2023"
,BIS11998,Annual,1,"Thursday, 20 April 2023","Thursday, 20 April 2023"
,BIS11998,Sick,2,"Monday, 14 August 2023","Tuesday, 15 August 2023"
,BIS11998,Sick,2,"Friday, 3 March 2023","Monday, 6 March 2023"
,BIS11998,Sick,3,"Thursday, 23 November 2023","Monday, 27 November 2023"
,BIS11998,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,BIS11998,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,BIS11998,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,BIS11998,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,BIS11998,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,BIS11998,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,BIS11998,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,BIS11998,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,BIS11998,Unpaid,1,"Wednesday, 16 August 2023","Wednesday, 16 August 2023"
,BIS11998,Unpaid,1,"Monday, 21 August 2023","Monday, 21 August 2023"
,BIS11998,Unpaid,2,"Friday, 6 October 2023","Monday, 9 October 2023"
,BIS11998,Unpaid,2,"Wednesday, 24 May 2023","Thursday, 25 May 2023"
,BIS11998,Unpaid,1,"Friday, 8 September 2023","Friday, 8 September 2023"
,BIS21998,Annual,1,"Monday, 6 May 2024","Monday, 6 May 2024"
,BIS21998,Annual,1,"Monday, 4 March 2024","Monday, 4 March 2024"
,BIS21998,Annual,1,"Friday, 23 February 2024","Friday, 23 February 2024"
,BIS21998,Annual,1,"Monday, 12 February 2024","Monday, 12 February 2024"
,BIS21998,Annual,1,"Tuesday, 30 April 2024","Tuesday, 30 April 2024"
,BIS21998,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,BIS21998,Unpaid,2,"Monday, 22 January 2024","Tuesday, 23 January 2024"
,BIS21998,Unpaid,1,"Tuesday, 6 February 2024","Tuesday, 6 February 2024"
,BJA11999,Annual,1,"Wednesday, 3 April 2024","Wednesday, 3 April 2024"
,BJA11999,Annual,1,"Tuesday, 12 March 2024","Tuesday, 12 March 2024"
,BJA11999,Annual,1,"Monday, 5 February 2024","Monday, 5 February 2024"
,BJA11999,Annual,1,"Wednesday, 7 February 2024","Wednesday, 7 February 2024"
,BJA11999,Annual,1,"Monday, 1 April 2024","Monday, 1 April 2024"
,BJA11999,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,BJA11999,Unpaid,1,"Monday, 15 April 2024","Monday, 15 April 2024"
,BJA11999,Unpaid,1,"Wednesday, 10 April 2024","Wednesday, 10 April 2024"
,BJA11999,Unpaid,3,"Friday, 9 February 2024","Tuesday, 13 February 2024"
,BMK11981,Annual,1,"Tuesday, 2 August 2022","Tuesday, 2 August 2022"
,BMK11981,Annual,1,"Tuesday, 1 November 2022","Tuesday, 1 November 2022"
,BMK11981,Annual,1,"Thursday, 24 February 2022","Thursday, 24 February 2022"
,BMK11981,Annual,1,"Friday, 25 November 2022","Friday, 25 November 2022"
,BMK11981,Annual,1,"Tuesday, 4 October 2022","Tuesday, 4 October 2022"
,BMK11981,Annual,1,"Thursday, 10 November 2022","Thursday, 10 November 2022"
,BMK11981,Annual,1,"Thursday, 6 January 2022","Thursday, 6 January 2022"
,BMK11981,Annual,1,"Monday, 18 April 2022","Monday, 18 April 2022"
,BMK11981,Annual,1,"Wednesday, 31 August 2022","Wednesday, 31 August 2022"
,BMK11981,Annual,1,"Thursday, 28 July 2022","Thursday, 28 July 2022"
,BMK11981,Annual,1,"Thursday, 27 October 2022","Thursday, 27 October 2022"
,BMK11981,Annual,1,"Friday, 14 January 2022","Friday, 14 January 2022"
,BMK11981,Sick,3,"Tuesday, 19 July 2022","Thursday, 21 July 2022"
,BMK11981,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,BMK11981,Public Holiday,1,"Friday, 1 July 2022","Friday, 1 July 2022"
,BMK11981,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,BMK11981,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,BMK11981,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,BMK11981,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,BMK11981,Public Holiday,1,"Monday, 5 December 2022","Monday, 5 December 2022"
,BMK11981,Public Holiday,1,"Tuesday, 6 December 2022","Tuesday, 6 December 2022"
,BMK11981,Public Holiday,1,"Wednesday, 7 December 2022","Wednesday, 7 December 2022"
,BMK11981,Public Holiday,1,"Thursday, 8 December 2022","Thursday, 8 December 2022"
,BMK11981,Public Holiday,1,"Friday, 9 December 2022","Friday, 9 December 2022"
,BMK11981,Unpaid,3,"Friday, 10 June 2022","Tuesday, 14 June 2022"
,BMK11981,Unpaid,2,"Wednesday, 23 November 2022","Thursday, 24 November 2022"
,BMK11981,Unpaid,2,"Friday, 17 June 2022","Monday, 20 June 2022"
,BMK21981,Annual,1,"Thursday, 26 October 2023","Thursday, 26 October 2023"
,BMK21981,Annual,1,"Monday, 13 November 2023","Monday, 13 November 2023"
,BMK21981,Annual,1,"Wednesday, 25 October 2023","Wednesday, 25 October 2023"
,BMK21981,Annual,1,"Thursday, 5 January 2023","Thursday, 5 January 2023"
,BMK21981,Annual,1,"Tuesday, 22 August 2023","Tuesday, 22 August 2023"
,BMK21981,Annual,1,"Wednesday, 19 July 2023","Wednesday, 19 July 2023"
,BMK21981,Annual,1,"Wednesday, 26 July 2023","Wednesday, 26 July 2023"
,BMK21981,Annual,1,"Monday, 5 June 2023","Monday, 5 June 2023"
,BMK21981,Annual,1,"Thursday, 31 August 2023","Thursday, 31 August 2023"
,BMK21981,Annual,1,"Tuesday, 28 February 2023","Tuesday, 28 February 2023"
,BMK21981,Annual,1,"Monday, 22 May 2023","Monday, 22 May 2023"
,BMK21981,Annual,1,"Monday, 11 December 2023","Monday, 11 December 2023"
,BMK21981,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,BMK21981,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,BMK21981,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,BMK21981,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,BMK21981,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,BMK21981,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,BMK21981,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,BMK21981,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,BMK21981,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,BMK21981,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,BPA12001,Annual,1,"Monday, 22 April 2024","Monday, 22 April 2024"
,BPA12001,Annual,1,"Thursday, 14 March 2024","Thursday, 14 March 2024"
,BPA12001,Annual,1,"Tuesday, 7 May 2024","Tuesday, 7 May 2024"
,BPA12001,Annual,1,"Wednesday, 13 March 2024","Wednesday, 13 March 2024"
,BPA12001,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,BPA12001,Unpaid,2,"Wednesday, 17 April 2024","Thursday, 18 April 2024"
,BSM11994,Annual,1,"Thursday, 8 February 2024","Thursday, 8 February 2024"
,BSM11994,Annual,1,"Thursday, 9 May 2024","Thursday, 9 May 2024"
,BSM11994,Annual,1,"Wednesday, 7 February 2024","Wednesday, 7 February 2024"
,BSM11994,Annual,1,"Friday, 26 January 2024","Friday, 26 January 2024"
,BSM11994,Annual,1,"Friday, 17 May 2024","Friday, 17 May 2024"
,BSM11994,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,BSM11994,Unpaid,3,"Tuesday, 14 May 2024","Thursday, 16 May 2024"
,BSM11994,Unpaid,3,"Friday, 19 April 2024","Tuesday, 23 April 2024"
,BSM11994,Unpaid,2,"Thursday, 23 May 2024","Friday, 24 May 2024"
,BSR11986,Annual,1,"Thursday, 16 February 2023","Thursday, 16 February 2023"
,BSR11986,Annual,1,"Friday, 3 February 2023","Friday, 3 February 2023"
,BSR11986,Annual,1,"Monday, 16 October 2023","Monday, 16 October 2023"
,BSR11986,Annual,1,"Thursday, 23 March 2023","Thursday, 23 March 2023"
,BSR11986,Annual,1,"Wednesday, 22 February 2023","Wednesday, 22 February 2023"
,BSR11986,Annual,1,"Friday, 12 May 2023","Friday, 12 May 2023"
,BSR11986,Annual,1,"Friday, 7 April 2023","Friday, 7 April 2023"
,BSR11986,Annual,1,"Monday, 21 August 2023","Monday, 21 August 2023"
,BSR11986,Annual,1,"Thursday, 26 January 2023","Thursday, 26 January 2023"
,BSR11986,Annual,1,"Tuesday, 19 December 2023","Tuesday, 19 December 2023"
,BSR11986,Annual,1,"Friday, 27 January 2023","Friday, 27 January 2023"
,BSR11986,Sick,4,"Tuesday, 14 March 2023","Friday, 17 March 2023"
,BSR11986,Sick,3,"Friday, 19 May 2023","Tuesday, 23 May 2023"
,BSR11986,Sick,5,"Friday, 3 March 2023","Thursday, 9 March 2023"
,BSR11986,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,BSR11986,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,BSR11986,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,BSR11986,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,BSR11986,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,BSR11986,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,BSR11986,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,BSR21986,Annual,1,"Tuesday, 9 January 2024","Tuesday, 9 January 2024"
,BSR21986,Annual,1,"Wednesday, 10 April 2024","Wednesday, 10 April 2024"
,BSR21986,Annual,1,"Tuesday, 6 February 2024","Tuesday, 6 February 2024"
,BSR21986,Annual,1,"Monday, 15 April 2024","Monday, 15 April 2024"
,BSR21986,Annual,1,"Wednesday, 1 May 2024","Wednesday, 1 May 2024"
,BSR21986,Sick,2,"Wednesday, 8 May 2024","Thursday, 9 May 2024"
,BSR21986,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,BSR21986,Unpaid,1,"Thursday, 18 April 2024","Thursday, 18 April 2024"
,BTC11989,Annual,1,"Monday, 12 February 2024","Monday, 12 February 2024"
,BTC11989,Annual,1,"Monday, 6 May 2024","Monday, 6 May 2024"
,BTC11989,Annual,1,"Monday, 15 January 2024","Monday, 15 January 2024"
,BTC11989,Annual,1,"Wednesday, 21 February 2024","Wednesday, 21 February 2024"
,BTC11989,Annual,1,"Friday, 26 April 2024","Friday, 26 April 2024"
,BTC11989,Sick,2,"Friday, 19 April 2024","Monday, 22 April 2024"
,BTC11989,Sick,3,"Monday, 22 January 2024","Wednesday, 24 January 2024"
,BTC11989,Sick,3,"Monday, 8 April 2024","Wednesday, 10 April 2024"
,BTC11989,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,BTC11989,Unpaid,3,"Friday, 1 March 2024","Tuesday, 5 March 2024"
,BTC11989,Unpaid,1,"Wednesday, 27 March 2024","Wednesday, 27 March 2024"
,CMD11997,Annual,1,"Thursday, 15 February 2024","Thursday, 15 February 2024"
,CMD11997,Annual,1,"Monday, 25 March 2024","Monday, 25 March 2024"
,CMD11997,Annual,1,"Thursday, 23 May 2024","Thursday, 23 May 2024"
,CMD11997,Annual,1,"Tuesday, 21 May 2024","Tuesday, 21 May 2024"
,CMD11997,Annual,1,"Tuesday, 5 March 2024","Tuesday, 5 March 2024"
,CMD11997,Sick,5,"Tuesday, 16 April 2024","Monday, 22 April 2024"
,CMD11997,Sick,5,"Friday, 16 February 2024","Thursday, 22 February 2024"
,CMD11997,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,CPB11993,Annual,1,"Tuesday, 26 January 2021","Tuesday, 26 January 2021"
,CPB11993,Annual,1,"Monday, 13 December 2021","Monday, 13 December 2021"
,CPB11993,Annual,1,"Tuesday, 18 May 2021","Tuesday, 18 May 2021"
,CPB11993,Annual,1,"Tuesday, 2 February 2021","Tuesday, 2 February 2021"
,CPB11993,Annual,1,"Thursday, 24 June 2021","Thursday, 24 June 2021"
,CPB11993,Annual,1,"Monday, 17 May 2021","Monday, 17 May 2021"
,CPB11993,Annual,1,"Friday, 29 January 2021","Friday, 29 January 2021"
,CPB11993,Annual,1,"Thursday, 11 November 2021","Thursday, 11 November 2021"
,CPB11993,Annual,1,"Tuesday, 10 August 2021","Tuesday, 10 August 2021"
,CPB11993,Public Holiday,1,"Wednesday, 17 February 2021","Wednesday, 17 February 2021"
,CPB11993,Public Holiday,1,"Monday, 5 July 2021","Monday, 5 July 2021"
,CPB11993,Public Holiday,1,"Wednesday, 1 December 2021","Wednesday, 1 December 2021"
,CPB11993,Public Holiday,1,"Thursday, 2 December 2021","Thursday, 2 December 2021"
,CPB11993,Public Holiday,1,"Friday, 3 December 2021","Friday, 3 December 2021"
,CPB11993,Public Holiday,1,"Monday, 6 December 2021","Monday, 6 December 2021"
,CPB11993,Public Holiday,1,"Wednesday, 8 December 2021","Wednesday, 8 December 2021"
,CPB11993,Public Holiday,1,"Thursday, 9 December 2021","Thursday, 9 December 2021"
,CPB11993,Public Holiday,1,"Friday, 10 December 2021","Friday, 10 December 2021"
,CPB11993,Unpaid,2,"Thursday, 4 February 2021","Friday, 5 February 2021"
,CPB11993,Unpaid,3,"Thursday, 25 March 2021","Monday, 29 March 2021"
,CPB11993,Unpaid,1,"Friday, 19 March 2021","Friday, 19 March 2021"
,CPB21993,Annual,1,"Thursday, 2 June 2022","Thursday, 2 June 2022"
,CPB21993,Annual,1,"Friday, 13 May 2022","Friday, 13 May 2022"
,CPB21993,Annual,1,"Tuesday, 11 January 2022","Tuesday, 11 January 2022"
,CPB21993,Annual,1,"Friday, 14 October 2022","Friday, 14 October 2022"
,CPB21993,Annual,1,"Wednesday, 23 November 2022","Wednesday, 23 November 2022"
,CPB21993,Annual,1,"Thursday, 1 September 2022","Thursday, 1 September 2022"
,CPB21993,Annual,1,"Friday, 21 October 2022","Friday, 21 October 2022"
,CPB21993,Annual,1,"Thursday, 24 February 2022","Thursday, 24 February 2022"
,CPB21993,Annual,1,"Monday, 12 December 2022","Monday, 12 December 2022"
,CPB21993,Annual,1,"Thursday, 17 March 2022","Thursday, 17 March 2022"
,CPB21993,Sick,4,"Wednesday, 16 November 2022","Monday, 21 November 2022"
,CPB21993,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,CPB21993,Public Holiday,1,"Friday, 1 July 2022","Friday, 1 July 2022"
,CPB21993,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,CPB21993,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,CPB21993,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,CPB21993,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,CPB21993,Public Holiday,1,"Monday, 5 December 2022","Monday, 5 December 2022"
,CPB21993,Public Holiday,1,"Tuesday, 6 December 2022","Tuesday, 6 December 2022"
,CPB21993,Public Holiday,1,"Wednesday, 7 December 2022","Wednesday, 7 December 2022"
,CPB21993,Public Holiday,1,"Thursday, 8 December 2022","Thursday, 8 December 2022"
,CPB21993,Public Holiday,1,"Friday, 9 December 2022","Friday, 9 December 2022"
,CPB21993,Unpaid,3,"Tuesday, 23 August 2022","Thursday, 25 August 2022"
,CPB31993,Annual,1,"Thursday, 1 June 2023","Thursday, 1 June 2023"
,CPB31993,Annual,1,"Monday, 30 October 2023","Monday, 30 October 2023"
,CPB31993,Annual,1,"Tuesday, 26 December 2023","Tuesday, 26 December 2023"
,CPB31993,Annual,1,"Wednesday, 24 May 2023","Wednesday, 24 May 2023"
,CPB31993,Annual,1,"Tuesday, 24 October 2023","Tuesday, 24 October 2023"
,CPB31993,Annual,1,"Monday, 19 June 2023","Monday, 19 June 2023"
,CPB31993,Annual,1,"Friday, 21 July 2023","Friday, 21 July 2023"
,CPB31993,Annual,1,"Monday, 31 July 2023","Monday, 31 July 2023"
,CPB31993,Annual,1,"Thursday, 27 July 2023","Thursday, 27 July 2023"
,CPB31993,Annual,1,"Wednesday, 15 November 2023","Wednesday, 15 November 2023"
,CPB31993,Annual,1,"Tuesday, 21 February 2023","Tuesday, 21 February 2023"
,CPB31993,Annual,1,"Wednesday, 5 April 2023","Wednesday, 5 April 2023"
,CPB31993,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,CPB31993,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,CPB31993,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,CPB31993,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,CPB31993,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,CPB31993,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,CPB31993,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,CPB31993,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,CPB31993,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,CPB31993,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,CSV12002,Annual,1,"Thursday, 4 April 2024","Thursday, 4 April 2024"
,CSV12002,Annual,1,"Wednesday, 10 April 2024","Wednesday, 10 April 2024"
,CSV12002,Annual,1,"Monday, 11 March 2024","Monday, 11 March 2024"
,CSV12002,Annual,1,"Friday, 17 May 2024","Friday, 17 May 2024"
,CSV12002,Annual,1,"Thursday, 30 May 2024","Thursday, 30 May 2024"
,CSV12002,Sick,2,"Monday, 19 February 2024","Tuesday, 20 February 2024"
,CSV12002,Sick,2,"Thursday, 7 March 2024","Friday, 8 March 2024"
,CSV12002,Sick,4,"Monday, 12 February 2024","Thursday, 15 February 2024"
,CSV12002,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,CSV12002,Unpaid,1,"Friday, 12 April 2024","Friday, 12 April 2024"
,CSV12002,Unpaid,2,"Thursday, 14 March 2024","Friday, 15 March 2024"
,DCA11990,Annual,1,"Wednesday, 17 April 2024","Wednesday, 17 April 2024"
,DCA11990,Annual,1,"Friday, 2 February 2024","Friday, 2 February 2024"
,DCA11990,Annual,1,"Monday, 29 January 2024","Monday, 29 January 2024"
,DCA11990,Annual,1,"Friday, 26 January 2024","Friday, 26 January 2024"
,DCA11990,Annual,1,"Tuesday, 12 March 2024","Tuesday, 12 March 2024"
,DCA11990,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,DHC11990,Annual,1,"Thursday, 28 March 2024","Thursday, 28 March 2024"
,DHC11990,Annual,1,"Tuesday, 26 March 2024","Tuesday, 26 March 2024"
,DHC11990,Annual,1,"Thursday, 18 January 2024","Thursday, 18 January 2024"
,DHC11990,Annual,1,"Thursday, 11 April 2024","Thursday, 11 April 2024"
,DHC11990,Sick,5,"Friday, 2 February 2024","Thursday, 8 February 2024"
,DHC11990,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,DSE11997,Annual,1,"Monday, 6 May 2024","Monday, 6 May 2024"
,DSE11997,Annual,1,"Monday, 20 May 2024","Monday, 20 May 2024"
,DSE11997,Annual,1,"Wednesday, 24 April 2024","Wednesday, 24 April 2024"
,DSE11997,Annual,1,"Thursday, 9 May 2024","Thursday, 9 May 2024"
,DSE11997,Annual,1,"Monday, 29 April 2024","Monday, 29 April 2024"
,DSE11997,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,DSE11997,Unpaid,2,"Tuesday, 28 May 2024","Wednesday, 29 May 2024"
,ESJ11992,Annual,1,"Monday, 28 August 2023","Monday, 28 August 2023"
,ESJ11992,Annual,1,"Thursday, 29 June 2023","Thursday, 29 June 2023"
,ESJ11992,Annual,1,"Thursday, 24 August 2023","Thursday, 24 August 2023"
,ESJ11992,Annual,1,"Wednesday, 12 July 2023","Wednesday, 12 July 2023"
,ESJ11992,Annual,1,"Wednesday, 27 December 2023","Wednesday, 27 December 2023"
,ESJ11992,Annual,1,"Thursday, 27 April 2023","Thursday, 27 April 2023"
,ESJ11992,Annual,1,"Monday, 22 May 2023","Monday, 22 May 2023"
,ESJ11992,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,ESJ11992,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,ESJ11992,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,ESJ11992,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,ESJ11992,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,ESJ11992,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,ESJ11992,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,ESJ11992,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,ESJ11992,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,ESJ11992,Unpaid,3,"Wednesday, 30 August 2023","Friday, 1 September 2023"
,ESJ21992,Annual,1,"Tuesday, 27 February 2024","Tuesday, 27 February 2024"
,ESJ21992,Annual,1,"Thursday, 18 April 2024","Thursday, 18 April 2024"
,ESJ21992,Annual,1,"Thursday, 15 February 2024","Thursday, 15 February 2024"
,ESJ21992,Annual,1,"Wednesday, 27 March 2024","Wednesday, 27 March 2024"
,ESJ21992,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,ESJ21992,Unpaid,2,"Monday, 12 February 2024","Tuesday, 13 February 2024"
,ESJ21992,Unpaid,1,"Tuesday, 9 April 2024","Tuesday, 9 April 2024"
,FJT11985,Annual,1,"Friday, 12 April 2024","Friday, 12 April 2024"
,FJT11985,Annual,1,"Thursday, 25 January 2024","Thursday, 25 January 2024"
,FJT11985,Annual,1,"Friday, 5 April 2024","Friday, 5 April 2024"
,FJT11985,Annual,1,"Friday, 24 May 2024","Friday, 24 May 2024"
,FJT11985,Annual,1,"Wednesday, 14 February 2024","Wednesday, 14 February 2024"
,FJT11985,Sick,5,"Tuesday, 28 May 2024","Monday, 3 June 2024"
,FJT11985,Sick,5,"Monday, 11 March 2024","Friday, 15 March 2024"
,FJT11985,Sick,3,"Tuesday, 9 April 2024","Thursday, 11 April 2024"
,FJT11985,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,FJT11985,Unpaid,3,"Thursday, 8 February 2024","Monday, 12 February 2024"
,GDJ11995,Annual,1,"Thursday, 11 January 2024","Thursday, 11 January 2024"
,GDJ11995,Annual,1,"Tuesday, 23 January 2024","Tuesday, 23 January 2024"
,GDJ11995,Annual,1,"Tuesday, 9 April 2024","Tuesday, 9 April 2024"
,GDJ11995,Annual,1,"Friday, 5 January 2024","Friday, 5 January 2024"
,GDJ11995,Unpaid,2,"Monday, 25 March 2024","Tuesday, 26 March 2024"
,GML11981,Annual,1,"Wednesday, 10 January 2024","Wednesday, 10 January 2024"
,GML11981,Annual,1,"Monday, 27 May 2024","Monday, 27 May 2024"
,GML11981,Annual,1,"Monday, 8 April 2024","Monday, 8 April 2024"
,GML11981,Annual,1,"Friday, 5 April 2024","Friday, 5 April 2024"
,GML11981,Annual,1,"Friday, 26 January 2024","Friday, 26 January 2024"
,GML11981,Sick,5,"Monday, 15 April 2024","Friday, 19 April 2024"
,GML11981,Sick,2,"Tuesday, 16 January 2024","Wednesday, 17 January 2024"
,GML11981,Unpaid,1,"Thursday, 7 March 2024","Thursday, 7 March 2024"
,HBR11995,Annual,1,"Tuesday, 21 September 2021","Tuesday, 21 September 2021"
,HBR11995,Annual,1,"Friday, 14 May 2021","Friday, 14 May 2021"
,HBR11995,Annual,1,"Monday, 26 April 2021","Monday, 26 April 2021"
,HBR11995,Annual,1,"Friday, 29 October 2021","Friday, 29 October 2021"
,HBR11995,Annual,1,"Tuesday, 23 February 2021","Tuesday, 23 February 2021"
,HBR11995,Annual,1,"Wednesday, 12 May 2021","Wednesday, 12 May 2021"
,HBR11995,Annual,1,"Wednesday, 29 September 2021","Wednesday, 29 September 2021"
,HBR11995,Annual,1,"Tuesday, 13 April 2021","Tuesday, 13 April 2021"
,HBR11995,Annual,1,"Monday, 13 September 2021","Monday, 13 September 2021"
,HBR11995,Annual,1,"Friday, 24 December 2021","Friday, 24 December 2021"
,HBR11995,Annual,1,"Friday, 6 August 2021","Friday, 6 August 2021"
,HBR11995,Sick,5,"Thursday, 4 February 2021","Wednesday, 10 February 2021"
,HBR11995,Public Holiday,1,"Wednesday, 17 February 2021","Wednesday, 17 February 2021"
,HBR11995,Public Holiday,1,"Thursday, 1 July 2021","Thursday, 1 July 2021"
,HBR11995,Public Holiday,1,"Friday, 2 July 2021","Friday, 2 July 2021"
,HBR11995,Public Holiday,1,"Monday, 5 July 2021","Monday, 5 July 2021"
,HBR11995,Public Holiday,1,"Wednesday, 1 December 2021","Wednesday, 1 December 2021"
,HBR11995,Public Holiday,1,"Thursday, 2 December 2021","Thursday, 2 December 2021"
,HBR11995,Public Holiday,1,"Friday, 3 December 2021","Friday, 3 December 2021"
,HBR11995,Public Holiday,1,"Monday, 6 December 2021","Monday, 6 December 2021"
,HBR11995,Public Holiday,1,"Tuesday, 7 December 2021","Tuesday, 7 December 2021"
,HBR11995,Public Holiday,1,"Wednesday, 8 December 2021","Wednesday, 8 December 2021"
,HBR11995,Public Holiday,1,"Thursday, 9 December 2021","Thursday, 9 December 2021"
,HBR11995,Public Holiday,1,"Friday, 10 December 2021","Friday, 10 December 2021"
,HBR11995,Unpaid,2,"Wednesday, 22 September 2021","Thursday, 23 September 2021"
,HBR11995,Unpaid,1,"Wednesday, 4 August 2021","Wednesday, 4 August 2021"
,HBR11995,Unpaid,3,"Tuesday, 30 March 2021","Thursday, 1 April 2021"
,HBR11995,Unpaid,2,"Tuesday, 19 January 2021","Wednesday, 20 January 2021"
,HBR21995,Annual,1,"Tuesday, 17 May 2022","Tuesday, 17 May 2022"
,HBR21995,Annual,1,"Monday, 28 March 2022","Monday, 28 March 2022"
,HBR21995,Annual,1,"Wednesday, 2 March 2022","Wednesday, 2 March 2022"
,HBR21995,Annual,1,"Tuesday, 22 February 2022","Tuesday, 22 February 2022"
,HBR21995,Annual,1,"Monday, 12 September 2022","Monday, 12 September 2022"
,HBR21995,Annual,1,"Tuesday, 26 July 2022","Tuesday, 26 July 2022"
,HBR21995,Annual,1,"Wednesday, 5 January 2022","Wednesday, 5 January 2022"
,HBR21995,Annual,1,"Wednesday, 21 December 2022","Wednesday, 21 December 2022"
